I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
19709,1110,A,0,0,0,V,PTTE23C1410A        ,A,A,19709,THBQELAEOA14  ,L
19710,1110,A,0,0,0,V,SCC23C1410A         ,A,A,19710,THABELAEOA12  ,L
19723,1163,S,58,66,0,S,GCAP                ,,,19723,TH5035010005  ,L
19724,1163,S,58,66,0,F,GCAP-F              ,,,19723,TH5035010013  ,F
19725,1163,S,58,66,0,S,GCAP-R              ,,,19723,TH5035010R19  ,R
19726,651,C,0,12,0,G,GGLB16NA            ,,,19726,TH0651A3QB06  ,L
19727,535,A,0,0,0,W,TTA-W4              ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,19727,TH053505R307  ,L
19728,171,A,0,0,0,V,AOT13C1403A         ,A,A,19728,THDFAVAEO461  ,L
19729,171,A,0,0,0,V,BTS13C1405A         ,A,A,19729,THAYAVAEO559  ,L
19730,171,A,0,0,0,V,CK13C1404A          ,A,A,19730,THCMAVAEO428  ,L
19731,171,A,0,0,0,V,IVL13P1404A         ,A,A,19731,THEBAVBEO4F3  ,L
19732,171,A,0,0,0,V,VGI13C1404A         ,A,A,19732,THGFAVAEO407  ,L
19735,655,C,0,13,0,G,CB13D17A            ,,,19735,TH0655J7NC89  ,L
19736,623,C,0,11,1,G,TB14102A            ,,,19736,TH062307O189  ,L
19737,1050,A,0,0,0,V,AAV18C1406A         ,A,A,19737,THEOECAEO604  ,L
19738,1050,A,0,0,0,V,CPN18C1406A         ,A,A,19738,THCJECAEO616  ,L
19739,1050,A,0,0,0,V,HEMR18C1406A        ,A,A,19739,THBLECAEO614  ,L
19740,1050,A,0,0,0,V,JAS18C1406A         ,A,A,19740,THBZECAEO614  ,L
19741,171,A,0,0,0,V,KBAN13C1404A        ,A,A,19741,THADAVAEO4D1  ,L
19742,171,A,0,0,0,V,KBAN13P1404A        ,A,A,19742,THADAVBEO4E8  ,L
19743,171,A,0,0,0,V,PTTG13C1404A        ,A,A,19743,THEFAVAEO485  ,L
19744,171,A,0,0,0,V,PTTG13P1404A        ,A,A,19744,THEFAVBEO491  ,L
19745,1050,A,0,0,0,V,SPAL18C1406A        ,A,A,19745,THBSECAEO601  ,L
19746,1050,A,0,0,0,V,STEC18C1406A        ,A,A,19746,THBMECAEO604  ,L
19747,1050,A,0,0,0,V,TMB18C1408A         ,A,A,19747,THAHECAEO838  ,L
19748,1050,A,0,0,0,V,VGI18C1406A         ,A,A,19748,THGFECAEO607  ,L
19841,655,C,0,13,0,G,CB14306B            ,,,19841,TH0655D7O386  ,L
19842,655,C,0,13,0,G,CB14605A            ,,,19842,TH065507O686  ,L
19843,646,B,0,21,0,D,PTTC20NA            ,,,19843,TH064603UB06  ,L
19844,256,C,0,21,0,D,QH16NA              ,,,19844,TH025603QB03  ,L
19845,235,C,0,21,0,D,TFD14NA             ,,,19845,TH023507OB07  ,L
19846,811,C,0,21,0,D,TLT15NA             ,,,19846,TH081103PB02  ,L
19847,811,C,0,21,0,D,TLT16NA             ,,,19847,TH081103QB01  ,L
19848,1095,C,0,21,0,D,TOLC15NA            ,,,19848,TH336503PB06  ,L
19849,1095,C,0,21,0,D,TOLC17NA            ,,,19849,TH336503RB04  ,L
19850,1164,S,62,70,0,S,OTO                 ,,,19850,TH5398010006  ,L
19851,1054,C,0,21,0,D,DMT16NA             ,,,19851,TH105403QB05  ,L
19852,735,C,0,21,0,D,MBTH16NA            ,,,19852,TH073503QB04  ,L
19853,655,C,0,13,0,G,CB13D24A            ,,,19853,TH0655K7NC87  ,L
19854,623,C,0,11,1,G,TB14108A            ,,,19854,TH0623A7O180  ,L
19855,1165,S,63,71,0,S,SPVI                ,,,19855,TH5073010008  ,L
19856,1165,S,63,71,0,F,SPVI-F              ,,,19855,TH5073010016  ,F
19857,1165,S,63,71,0,S,SPVI-R              ,,,19855,TH5073010R10  ,R
19858,655,C,0,13,0,G,CB14313B            ,,,19858,TH0655E7O385  ,L
19859,655,C,0,13,0,G,CB14612A            ,,,19859,TH0655A7O686  ,L
19860,753,A,0,0,0,W,EIC-W1              ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Shareholders,19860,TH075305R504  ,L
19862,753, ,0,0,0,C,EIC@A               ,„ÀÈ·°Ë Advance Opportunities Fund,To Advance Opportunities Fund,19862,              ,L
19863,1166,A,5,33,0,S,TGROWTH             ,,,19863,TH5059010006  ,L
19864,809,A,0,0,0,V,ADVA01C1405A        ,A,A,19864,THBFDJAEO6A2  ,L
19865,809,A,0,0,0,V,ADVA01P1405A        ,A,A,19865,THBFDJBEO6B9  ,L
19866,809,A,0,0,0,V,AOT01C1405A         ,A,A,19866,THDFDJAEO6A0  ,L
19867,809,A,0,0,0,V,AOT01P1405A         ,A,A,19867,THDFDJBEO6B7  ,L
19868,1093,A,0,0,0,V,AOT28C1404A         ,A,A,19868,THDFEKAEO441  ,L
19869,809,A,0,0,0,V,BANP01P1404A        ,A,A,19869,THASDJBEO4C8  ,L
19870,809,A,0,0,0,V,BJC01C1405A         ,A,A,19870,THEGDJAEO672  ,L
19871,809,A,0,0,0,V,BJC01P1405A         ,A,A,19871,THEGDJBEO688  ,L
19872,809,A,0,0,0,V,EGCO01C1405A        ,A,A,19872,THCGDJAEO635  ,L
19873,809,A,0,0,0,V,INTU01C1405A        ,A,A,19873,THEJDJAEO668  ,L
19874,809,A,0,0,0,V,INTU01P1405A        ,A,A,19874,THEJDJBEO674  ,L
19875,1093,A,0,0,0,V,INTU28C1404A        ,A,A,19875,THEJEKAEO474  ,L
19876,809,A,0,0,0,V,IRPC01C1405A        ,A,A,19876,THCHDJAEO690  ,L
19877,809,A,0,0,0,V,IRPC01P1405A        ,A,A,19877,THCHDJBEO6A8  ,L
19878,809,A,0,0,0,V,JAS01C1405A         ,A,A,19878,THBZDJAEO645  ,L
19879,809,A,0,0,0,V,JAS01P1405A         ,A,A,19879,THBZDJBEO650  ,L
19880,809,A,0,0,0,V,KBAN01C1405A        ,A,A,19880,THADDJAEO6A5  ,L
19881,809,A,0,0,0,V,KBAN01P1405A        ,A,A,19881,THADDJBEO6B2  ,L
19882,809,A,0,0,0,V,KKP01C1405A         ,A,A,19882,THANDJAEO601  ,L
19883,809,A,0,0,0,V,KKP01P1405A         ,A,A,19883,THANDJBEO617  ,L
19884,809,A,0,0,0,V,KTB01C1405A         ,A,A,19884,THATDJAEO6B5  ,L
19885,809,A,0,0,0,V,KTB01P1405A         ,A,A,19885,THATDJBEO6C2  ,L
19886,1093,A,0,0,0,V,PTT28C1404A         ,A,A,19886,THCWEKAEO471  ,L
19887,809,A,0,0,0,V,PTTE01C1405A        ,A,A,19887,THBQDJAEO6C5  ,L
19888,809,A,0,0,0,V,PTTE01P1405A        ,A,A,19888,THBQDJBEO6D2  ,L
19889,809,A,0,0,0,V,SCB01C1405A         ,A,A,19889,THACDJAEO687  ,L
19890,809,A,0,0,0,V,SCB01P1405A         ,A,A,19890,THACDJBEO693  ,L
19891,1093,A,0,0,0,V,SCB28C1405A         ,A,A,19891,THACEKAEO568  ,L
19892,1093,A,0,0,0,V,TMB28C1405A         ,A,A,19892,THAHEKAEO534  ,L
19893,1093,A,0,0,0,V,TRUE28C1404A        ,A,A,19893,THBUEKAEO4A4  ,L
19894,1093,A,0,0,0,V,TRUE28P1404A        ,A,A,19894,THBUEKBEO4B1  ,L
19895,513,B,0,12,0,G,BMTA20DA            ,,,19895,TH051303UC05  ,L
19896,655,C,0,13,0,G,CB13D27A            ,,,19896,TH0655L7NC85  ,L
19897,623,C,0,11,1,G,TB14115A            ,,,19897,TH0623B7O189  ,L
19898,799,A,0,0,0,W,GL-W3-R             ,‡ πÕ¢“¬·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,To the existing shareholders,19474,TH079905PCR4  ,R
19899,1167,S,61,69,0,S,AIE                 ,,,19899,TH5085010Z06  ,L
19900,1167,S,61,69,0,F,AIE-F               ,,,19899,TH5085010Z14  ,F
19901,1167,S,61,69,0,S,AIE-R               ,,,19899,TH5085010R14  ,R
19902,1168,S,57,65,0,S,OCEAN               ,,,19902,TH5084010005  ,L
19903,1168,S,57,65,0,F,OCEAN-F             ,,,19902,TH5084010013  ,F
19904,1168,S,57,65,0,S,OCEAN-R             ,,,19902,TH5084010R17  ,R
19905,171,A,0,0,0,V,BJC13C1405A         ,A,A,19905,THEGAVAEO657  ,L
19906,171,A,0,0,0,V,CPF13C1406A         ,A,A,19906,THAKAVAEO673  ,L
19907,171,A,0,0,0,V,HMPR13C1406A        ,A,A,19907,THCXAVAEO672  ,L
19908,171,A,0,0,0,V,PS13C1405A          ,A,A,19908,THDQAVAEO666  ,L
20002,391,A,0,0,0,W,EVER-W1-R           ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,19467,TH039105OCR3  ,R
20003,655,C,0,13,0,G,CB14619A            ,,,20003,TH0655B7O685  ,L
20004,655,C,0,13,0,G,CB14320B            ,,,20004,TH0655F7O384  ,L
20005,1169,A,8,6,0,S,DIF                 ,,,20005,TH5097010000  ,L
20006,1169,A,8,6,0,F,DIF-F               ,,,20005,TH5097010018  ,F
20013,235, ,0,0,0,W,TFD-WA              ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,To the existing shareholders,20013,              ,L
20017,1090,A,0,0,0,V,BGH16C1409A         ,A,A,20017,THBEEIAEO921  ,L
20018,1090,A,0,0,0,V,BTS16C1409A         ,A,A,20018,THAYEIAEO921  ,L
20019,1090,A,0,0,0,V,INTU16C1409A        ,A,A,20019,THEJEIAEO924  ,L
20020,1090,A,0,0,0,V,TMB16C1409A         ,A,A,20020,THAHEIAEO918  ,L
20021,1090,A,0,0,0,V,TRUE16C1409A        ,A,A,20021,THBUEIAEO927  ,L
20022,655,C,0,13,0,G,CB14107A            ,,,20022,TH0655K7O189  ,L
20023,599,C,0,21,0,D,PL166A              ,§√—Èß∑’Ë 3/2556 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.». 2559,#3/2013 Due B.E. 2559,20023,TH059903Q607  ,L
20024,623,C,0,11,1,G,TB14122A            ,,,20024,TH0623C7O188  ,L
20025,809,A,0,0,0,V,BLAN01C1406A        ,A,A,20025,THBIDJAEO708  ,L
20026,809,A,0,0,0,V,BLAN01P1406A        ,A,A,20026,THBIDJBEO714  ,L
20027,809,A,0,0,0,V,QH01C1406A          ,A,A,20027,THBDDJAEO709  ,L
20028,809,A,0,0,0,V,QH01P1406A          ,A,A,20028,THBDDJBEO715  ,L
20029,809,A,0,0,0,V,THCO01C1406A        ,A,A,20029,THBWDJAEO709  ,L
20030,809,A,0,0,0,V,THCO01P1406A        ,A,A,20030,THBWDJBEO715  ,L
20031,809,A,0,0,0,V,VGI01C1406A         ,A,A,20031,THGFDJAEO703  ,L
20032,809,A,0,0,0,V,VGI01P1406A         ,A,A,20032,THGFDJBEO719  ,L
20033,655,C,0,13,0,G,CB14327B            ,,,20033,TH0655G7O383  ,L
20034,655,C,0,13,0,G,CB14626A            ,,,20034,TH0655C7O684  ,L
20035,658,A,0,0,0,W,AEC-W2              ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Right Offering,20035,TH065805R406  ,L
20036,658, ,0,0,0,W,AEC-W3              ,„ÀÈ·°Ëπ—°≈ß∑ÿπ∑’Ë¡’≈—°…≥–‡©æ“–‡®“–®ß,Private Placement,20036,              ,L
20037,905,C,0,21,0,D,EB16DA              ,,,20037,TH090503QC07  ,L
20041,655,C,0,13,0,G,CB14107B            ,,,20041,TH0655L7O188  ,L
20042,623,C,0,11,1,G,TB14129A            ,,,20042,TH0623D7O187  ,L
20120,470,A,0,0,0,W,TRITN-W2-R          ,√ÿËπ∑’Ë 2 ∑’Ë®—¥ √√„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ “¡—≠‡¥‘¡,No.2 allotted to existing shareholders,19510,TH047005QCR0  ,R
20122,795,S,0,0,0,W,NEWS-W4             ,®—¥ √√„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,To the existing shareholders,20122,TH079505T303  ,L
20125,1170,A,5,33,0,S,HPF                 ,,,20125,TH5123010008  ,L
20126,1170,A,5,33,0,F,HPF-F               ,,,20125,TH5123010016  ,F
20127,1093,A,0,0,0,V,ADVA28C1406A        ,A,A,20127,THBFEKAEO6B6  ,L
20128,1093,A,0,0,0,V,ADVA28P1406A        ,A,A,20128,THBFEKBEO6C3  ,L
20129,1093,A,0,0,0,V,BJC28C1407A         ,A,A,20129,THEGEKAEO751  ,L
20130,1093,A,0,0,0,V,INTU28P1406A        ,A,A,20130,THEJEKBEO688  ,L
20131,1093,A,0,0,0,V,ITD28C1407A         ,A,A,20131,THCDEKAEO703  ,L
20132,1093,A,0,0,0,V,SCC28C1407A         ,A,A,20132,THABEKAEO735  ,L
20133,171,A,0,0,0,V,CK13C1406A          ,A,A,20133,THCMAVAEO634  ,L
20134,171,A,0,0,0,V,JAS13C1406A         ,A,A,20134,THBZAVAEO653  ,L
20159,623,C,0,11,1,G,TB14205A            ,,,20159,TH062307O288  ,L
20160,1171,C,0,21,0,D,MBSC16DA            ,,,20160,TH514603QC13  ,L
20161,1172,S,58,66,0,S,LIT                 ,,,20161,TH5252010001  ,L
20162,655,C,0,13,0,G,CB14410C            ,,,20162,TH0655E7O484  ,L
20163,655,C,0,13,0,G,CB14710A            ,,,20163,TH0655A7O785  ,L
20164,655,C,0,13,0,G,CB15108A            ,,,20164,TH065507P188  ,L
20165,171,A,0,0,0,V,ADVA13C1406A        ,A,A,20165,THBFAVAEO7D1  ,L
20166,1156,A,0,0,0,V,IVL11C1406A         ,A,A,20166,THEBGDAEO703  ,L
20167,171,A,0,0,0,V,SCB13C1406A         ,A,A,20167,THACAVAEO7A1  ,L
20168,171,A,0,0,0,V,TRUE13C1405A        ,A,A,20168,THBUAVAEO6F9  ,L
20169,171,A,0,0,0,V,AOT13C1405A         ,A,A,20169,THDFAVAEO578  ,L
20170,171,A,0,0,0,V,BANP13C1406A        ,A,A,20170,THASAVAEO6D9  ,L
20171,1156,A,0,0,0,V,CPF11C1406A         ,A,A,20171,THAKGDAEO702  ,L
20172,171,A,0,0,0,V,IRPC13C1406A        ,A,A,20172,THCHAVAEO683  ,L
20173,1156,A,0,0,0,V,KTB11C1406A         ,A,A,20173,THATGDAEO703  ,L
20174,1156,A,0,0,0,V,PTTG11C1406A        ,A,A,20174,THEFGDAEO704  ,L
20175,1156,A,0,0,0,V,QH11C1406A          ,A,A,20175,THBDGDAEO705  ,L
20176,1156,A,0,0,0,V,SCB11C1403A         ,A,A,20176,THACGDAEO311  ,L
20177,1156,A,0,0,0,V,SCB11P1403A         ,A,A,20177,THACGDBEO301  ,L
20178,171,A,0,0,0,V,SCC13C1405A         ,A,A,20178,THABAVAEO5A6  ,L
20179,1156,A,0,0,0,V,THCO11C1406A        ,A,A,20179,THBWGDAEO705  ,L
20180,1156,A,0,0,0,V,TRUE11C1406A        ,A,A,20180,THBUGDAEO709  ,L
20181,1156,A,0,0,0,V,TTA11C1406A         ,A,A,20181,THCNGDAEO702  ,L
20182,1156,A,0,0,0,V,TUF11C1406A         ,A,A,20182,THCEGDAEO701  ,L
20183,171,A,0,0,0,V,ADVA13C1406B        ,B,B,20183,THBFAVAEO6E1  ,L
20184,171,A,0,0,0,V,CPN13C1406A         ,A,A,20184,THCJAVAEO630  ,L
20185,171,A,0,0,0,V,INTU13C1406A        ,A,A,20185,THEJAVAEO669  ,L
20186,171,A,0,0,0,V,ITD13C1405A         ,A,A,20186,THCDAVAEO518  ,L
20187,171,A,0,0,0,V,IVL13C1405A         ,A,A,20187,THEBAVAEO5G9  ,L
20188,171,A,0,0,0,V,PTT13C1405A         ,A,A,20188,THCWAVAEO5F8  ,L
20189,655,C,0,13,0,G,CB14128A            ,,,20189,TH0655M7O187  ,L
20190,513,B,0,12,0,G,BMTA221A            ,,,20190,TH0513032100  ,L
20192,623,C,0,11,1,G,TB14212A            ,,,20192,TH0623A7O289  ,L
20193,655,C,0,13,0,G,CB14417B            ,,,20193,TH0655F7O483  ,L
20194,655,C,0,13,0,G,CB14717A            ,,,20194,TH0655B7O784  ,L
20195,1173,A,2,15,0,S,AJA                 ,,,20195,TH5178010Y00  ,L
20196,1173,A,2,15,0,F,AJA-F               ,,,20195,TH5178010Y18  ,F
20197,1173,A,2,15,0,S,AJA-R               ,,,20195,TH5178010R17  ,R
20198,1093,A,0,0,0,V,ADVA28C1406B        ,B,B,20198,THBFEKAEO6D2  ,L
20199,137,A,0,0,0,V,AOT08C1407A         ,A,A,20199,THDFAQAEO826  ,L
20200,1093,A,0,0,0,V,AOT28C1407A         ,A,A,20200,THDFEKAEO755  ,L
20201,1093,A,0,0,0,V,BGH28C1407A         ,A,A,20201,THBEEKAEO745  ,L
20202,137,A,0,0,0,V,CK08C1407A          ,A,A,20202,THCMAQAEO816  ,L
20203,137,A,0,0,0,V,CPAL08C1407A        ,A,A,20203,THDBAQAEO874  ,L
20204,1093,A,0,0,0,V,INTU28C1406B        ,B,B,20204,THEJEKAEO698  ,L
20205,1093,A,0,0,0,V,JAS28C1406B         ,B,B,20205,THBZEKAEO666  ,L
20206,1093,A,0,0,0,V,KBAN28C1405C        ,C,C,20206,THADEKAEO5A3  ,L
20207,137,A,0,0,0,V,PS08C1407A          ,A,A,20207,THDQAQAEO856  ,L
20208,137,A,0,0,0,V,STEC08C1407A        ,A,A,20208,THBMAQAEO818  ,L
20209,137,A,0,0,0,V,TRUE08C1407A        ,A,A,20209,THBUAQAEO894  ,L
20210,1093,A,0,0,0,V,TRUE28C1407A        ,A,A,20210,THBUEKAEO7C3  ,L
20211,809,A,0,0,0,V,AMAT01C1407A        ,A,A,20211,THCTDJAEO802  ,L
20212,809,A,0,0,0,V,AMAT01P1407A        ,A,A,20212,THCTDJBEO818  ,L
20213,809,A,0,0,0,V,BGH01C1406A         ,A,A,20213,THBEDJAEO780  ,L
20214,809,A,0,0,0,V,BGH01P1406A         ,A,A,20214,THBEDJBEO796  ,L
20215,809,A,0,0,0,V,ITD01C1407A         ,A,A,20215,THCDDJAEO806  ,L
20216,809,A,0,0,0,V,ITD01P1407A         ,A,A,20216,THCDDJBEO812  ,L
20217,171,A,0,0,0,V,KTB13C1406A         ,A,A,20217,THATAVAEO690  ,L
20218,809,A,0,0,0,V,PTTG01C1406A        ,A,A,20218,THEFDJAEO7A7  ,L
20219,809,A,0,0,0,V,PTTG01P1406A        ,A,A,20219,THEFDJBEO7B4  ,L
20220,809,A,0,0,0,V,SCC01C1406A         ,A,A,20220,THABDJAEO7C1  ,L
20221,809,A,0,0,0,V,SCC01P1406A         ,A,A,20221,THABDJBEO7D8  ,L
20222,809,A,0,0,0,V,SIRI01C1407A        ,A,A,20222,THCQDJAEO808  ,L
20223,809,A,0,0,0,V,SIRI01P1407A        ,A,A,20223,THCQDJBEO814  ,L
20224,809,A,0,0,0,V,STEC01C1407A        ,A,A,20224,THBMDJAEO809  ,L
20225,809,A,0,0,0,V,STEC01P1407A        ,A,A,20225,THBMDJBEO815  ,L
20226,809,A,0,0,0,V,TCAP01C1406A        ,A,A,20226,THAJDJAEO781  ,L
20227,809,A,0,0,0,V,TCAP01P1406A        ,A,A,20227,THAJDJBEO797  ,L
20228,809,A,0,0,0,V,TMB01C1406A         ,A,A,20228,THAHDJAEO785  ,L
20229,809,A,0,0,0,V,TMB01P1406A         ,A,A,20229,THAHDJBEO791  ,L
20230,809,A,0,0,0,V,TPIP01C1406A        ,A,A,20230,THAXDJAEO782  ,L
20231,809,A,0,0,0,V,TPIP01P1406A        ,A,A,20231,THAXDJBEO798  ,L
20232,171,A,0,0,0,V,VGI13C1406A         ,A,A,20232,THGFAVAEO613  ,L
20233,655,B,0,13,0,G,BOT171A             ,,,20233,TH065503R100  ,L
20235,655,C,0,13,0,G,CB14204A            ,,,20235,TH0655H7O283  ,L
20236,513,B,0,12,0,G,BMTA241A            ,,,20236,TH0513034106  ,L
20237,1110,A,0,0,0,V,AOT23C1409A         ,A,A,20237,THDFELAEO902  ,L
20238,1110,A,0,0,0,V,BANP23C1411A        ,A,A,20238,THASELAEOB12  ,L
20239,1110,A,0,0,0,V,BJC23C1408A         ,A,A,20239,THEGELAEO916  ,L
20240,1110,A,0,0,0,V,CENT23C1408A        ,A,A,20240,THGCELAEO910  ,L
20241,1110,A,0,0,0,V,CK23C1407A          ,A,A,20241,THCMELAEO819  ,L
20242,1110,A,0,0,0,V,CPN23C1409A         ,A,A,20242,THCJELAEO906  ,L
20243,1110,A,0,0,0,V,GLOB23C1409A        ,A,A,20243,THENELAEO912  ,L
20244,1110,A,0,0,0,V,HMPR23C1410A        ,A,A,20244,THCXELAEOA14  ,L
20245,1110,A,0,0,0,V,MINT23C1409A        ,A,A,20245,THAOELAEO900  ,L
20246,1110,A,0,0,0,V,PS23C1408A          ,A,A,20246,THDQELAEO917  ,L
20247,1110,A,0,0,0,V,THAI23C1410A        ,A,A,20247,THBCELAEOA10  ,L
20248,1110,A,0,0,0,V,THCO23C1409A        ,A,A,20248,THBWELAEO901  ,L
20249,1110,A,0,0,0,V,TMB23C1410A         ,A,A,20249,THAHELAEOA16  ,L
20250,1110,A,0,0,0,V,TRUE23C1407A        ,A,A,20250,THBUELAEO814  ,L
20251,1110,A,0,0,0,V,VGI23C1409A         ,A,A,20251,THGFELAEO905  ,L
20252,623,C,0,11,1,G,TB14219A            ,,,20252,TH0623B7O288  ,L
20253,655,C,0,13,0,G,CB14424B            ,,,20253,TH0655G7O482  ,L
20254,655,C,0,13,0,G,CB14724A            ,,,20254,TH0655C7O783  ,L
20255,813,S,0,0,0,W,TAPAC-W2            ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Allocated to existing common shareholders,20255,TH081305R506  ,L
20256,1093,A,0,0,0,V,BANP28C1407A        ,A,A,20256,THASEKAEO747  ,L
20257,1093,A,0,0,0,V,CK28C1408A          ,A,A,20257,THCMEKAEO837  ,L
20258,1093,A,0,0,0,V,KBAN28P1406A        ,A,A,20258,THADEKBEO6B8  ,L
20259,1093,A,0,0,0,V,KTB28C1406A         ,A,A,20259,THATEKAEO695  ,L
20260,1093,A,0,0,0,V,KTB28P1407A         ,A,A,20260,THATEKBEO784  ,L
20261,1093,A,0,0,0,V,TMB28C1408A         ,A,A,20261,THAHEKAEO849  ,L
20262,1110,A,0,0,0,V,ADVA23C1411A        ,A,A,20262,THBFELAEOB16  ,L
20263,1110,A,0,0,0,V,ADVA23P1411A        ,A,A,20263,THBFELBEOB23  ,L
20264,1050,A,0,0,0,V,AOT18C1407A         ,A,A,20264,THDFECAEO802  ,L
20265,1050,A,0,0,0,V,BGH18C1407A         ,A,A,20265,THBEECAEO809  ,L
20266,1050,A,0,0,0,V,CENT18C1407A        ,A,A,20266,THGCECAEO802  ,L
20267,171,A,0,0,0,V,PTT13P1405A         ,A,A,20267,THCWAVBEO5G5  ,L
20268,171,A,0,0,0,V,PTTE13C1406A        ,A,A,20268,THBQAVAEO7C0  ,L
20269,171,A,0,0,0,V,PTTE13P1406A        ,A,A,20269,THBQAVBEO7D7  ,L
20270,171,A,0,0,0,V,SCB13P1406A         ,A,A,20270,THACAVBEO7B8  ,L
20271,1050,A,0,0,0,V,SCB18C1407A         ,A,A,20271,THACECAEO821  ,L
20272,171,A,0,0,0,V,TRUE13P1405A        ,A,A,20272,THBUAVBEO6G6  ,L
20273,1050,A,0,0,0,V,TTA18C1407A         ,A,A,20273,THCNECAEO808  ,L
20274,655,C,0,13,0,G,CB14211A            ,,,20274,TH0655I7O282  ,L
20275,171,A,0,0,0,V,BANP13C1407A        ,A,A,20275,THASAVAEO7E5  ,L
20276,171,A,0,0,0,V,BBL13C1407A         ,A,A,20276,THAAAVAEO7B1  ,L
20277,171,A,0,0,0,V,STEC13C1406A        ,A,A,20277,THBMAVAEO602  ,L
20278,171,A,0,0,0,V,THAI13C1406A        ,A,A,20278,THBCAVAEO678  ,L
20279,171,A,0,0,0,V,TMB13C1407A         ,A,A,20279,THAHAVAEO760  ,L
20280,171,A,0,0,0,V,TOP13C1407A         ,A,A,20280,THDGAVAEO7A4  ,L
20281,623,C,0,11,1,G,TB14226A            ,,,20281,TH0623C7O287  ,L
20282,655,C,0,13,0,G,CB14502B            ,,,20282,TH0655E7O583  ,L
20283,655,C,0,13,0,G,CB14731A            ,,,20283,TH0655D7O782  ,L
20285,1174,S,59,67,0,S,RWI                 ,,,20285,TH5359010003  ,L
20286,171,A,0,0,0,V,AOT13C1406A         ,A,A,20286,THDFAVAEO685  ,L
20287,1090,A,0,0,0,V,CK16C1411A          ,A,A,20287,THCMEIAEOB03  ,L
20288,1117,A,0,0,0,V,GFPT07C1410A        ,A,A,20288,THGXEMAEOA01  ,L
20289,1117,A,0,0,0,V,IVL07C1410A         ,A,A,20289,THEBEMAEOA09  ,L
20290,1090,A,0,0,0,V,KTB16C1411A         ,A,A,20290,THATEIAEOB08  ,L
20291,1093,A,0,0,0,V,PTT28P1407A         ,A,A,20291,THCWEKBEO784  ,L
20292,1090,A,0,0,0,V,PTTE16C1411A        ,A,A,20292,THBQEIAEOB00  ,L
20293,1093,A,0,0,0,V,PTTE28C1407A        ,A,A,20293,THBQEKAEO756  ,L
20294,1093,A,0,0,0,V,PTTG28C1407A        ,A,A,20294,THEFEKAEO746  ,L
20295,1093,A,0,0,0,V,QH28C1407A          ,A,A,20295,THBDEKAEO713  ,L
20296,1090,A,0,0,0,V,SCC16C1411A         ,A,A,20296,THABEIAEOB08  ,L
20297,1093,A,0,0,0,V,SIRI28C1408A        ,A,A,20297,THCQEKAEO812  ,L
20298,1093,A,0,0,0,V,THAI28C1408A        ,A,A,20298,THBCEKAEO830  ,L
20299,1117,A,0,0,0,V,TTA07C1410A         ,A,A,20299,THCNEMAEOA07  ,L
20312,655,C,0,13,0,G,CB14218A            ,,,20312,TH0655J7O281  ,L
20315,623,C,0,11,1,G,TB14305A            ,,,20315,TH062307O387  ,L
20316,655,C,0,13,0,G,CB14508B            ,,,20316,TH0655F7O582  ,L
20317,655,C,0,13,0,G,CB14807A            ,,,20317,TH065507O884  ,L
20318,774, ,0,0,0,W,LVT-WA              ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡,Existing shareholders,20318,              ,L
20319,171,A,0,0,0,V,TRUE13C1407A        ,A,A,20319,THBUAVAEO7H3  ,L
20320,171,A,0,0,0,V,TRUE13P1406A        ,A,A,20320,THBUAVBEO6I2  ,L
20325,655,C,0,13,0,G,CB14225A            ,,,20325,TH0655K7O288  ,L
20326,513,B,0,12,0,G,BMTA192A            ,,,20326,TH051303T206  ,L
20327,623,C,0,11,1,G,TB14312A            ,,,20327,TH0623A7O388  ,L
20328,171,A,0,0,0,V,VGI13C1407A         ,A,A,20328,THGFAVAEO720  ,L
20329,1172,S,58,66,0,F,LIT-F               ,,,20161,TH5252010019  ,F
20330,1172,S,58,66,0,S,LIT-R               ,,,20161,TH5252010R10  ,R
20331,655,C,0,13,0,G,CB14515B            ,,,20331,TH0655G7O581  ,L
20332,655,C,0,13,0,G,CB14814A            ,,,20332,TH0655A7O884  ,L
20333,245, ,0,0,0,D,THAI#12             ,§√—Èß∑’Ë 1/2557 ™ÿ¥∑’Ë 1 §√∫°”Àπ¥‰∂Ë∂Õπª’ æ.».2562,No. 1/2557 Series 1 due in 2019,20333,              ,L
