I_SECURITY,I_COMPANY,I_MARKET,I_INDUSTRY,I_SECTOR,I_SUBSECTOR,I_SEC_TYPE,N_SECURITY,N_SECURITY_T,N_SECURITY_E,I_SECURITY_LOCAL,I_ISIN,I_NATIVE
80384,1271,C,0,21,0,D,SEDU19OA            ,,,80384,TH666603TA02  ,L
80385,577,C,0,21,0,D,SIRI19OA            ,,,80385,TH057703TA03  ,L
80386,171,A,0,0,0,V,ADVA13C1705A        ,A,A,80386,THBFAVAER609  ,L
80387,171,A,0,0,0,V,BANP13C1704A        ,A,A,80387,THASAVAER505  ,L
80388,171,A,0,0,0,V,BANP13P1704A        ,A,A,80388,THASAVBER503  ,L
80389,171,A,0,0,0,V,IFEC13C1704A        ,A,A,80389,THIXAVAER508  ,L
80390,171,A,0,0,0,V,STEC13C1704A        ,A,A,80390,THBMAVAER506  ,L
80391,1197,C,0,21,0,D,BOBA17OA            ,,,80391,TH579307RA08  ,L
80392,551,C,0,21,0,D,EART19OA            ,,,80392,TH055103TA03  ,L
80393,1041,C,0,21,0,D,GUNK19OA            ,,,80393,TH104103TA09  ,L
80394,623,C,0,11,1,G,TB16N23B            ,,,80394,TH0623I7QB87  ,L
80395,1336,A,5,33,0,S,SRIPANWA            ,,,80395,TH7662010001  ,L
80396,1337,A,5,25,0,S,PSH                 ,,,80396,TH7595010003  ,L
80397,655,C,0,13,0,G,CB16N24C            ,,,80397,TH0655K7QB85  ,L
80398,655,C,0,13,0,G,CB17126B            ,,,80398,TH0655G7R188  ,L
80399,655,C,0,13,0,G,CB17427A            ,,,80399,TH0655D7R488  ,L
80400,655,C,0,13,0,G,CB17O26A            ,,,80400,TH065507RA89  ,L
80401,1338,A,4,29,0,S,INGRS               ,,,80401,TH8126010009  ,L
80402,661,C,0,21,0,D,HMPO19OA            ,,,80402,TH066103TA00  ,L
80403,880,C,0,21,0,D,ACAP18OA            ,,,80403,TH088003SA06  ,L
80404,1339,C,0,21,0,D,BGRM18OA            ,,,80404,TH754503SA08  ,L
80405,1310, ,0,0,0,W,SQ-WA               ,°√√¡°“√·≈–æπ—°ß“π¢Õß∫√‘…—∑œ,The Company?s directors and employees,80405,              ,L
80406,1341,A,7,5,0,S,FN                  ,,,80406,TH7578010004  ,L
80407,1340,S,63,71,0,S,COMAN               ,,,80407,TH7543010006  ,L
80408,1156,A,0,0,0,V,AOT11C1705A         ,A,A,80408,THDFGDAER600  ,L
80409,1156,A,0,0,0,V,AOT11P1705A         ,A,A,80409,THDFGDBER608  ,L
80410,171,A,0,0,0,V,BEAU13C1704A        ,A,A,80410,THILAVAER503  ,L
80411,1156,A,0,0,0,V,GPSC11C1705A        ,A,A,80411,THIPGDAER608  ,L
80412,1156,A,0,0,0,V,HMPR11C1705A        ,A,A,80412,THCXGDAER605  ,L
80413,1156,A,0,0,0,V,IVL11C1705A         ,A,A,80413,THEBGDAER607  ,L
80414,1156,A,0,0,0,V,IVL11P1705A         ,A,A,80414,THEBGDBER605  ,L
80415,1156,A,0,0,0,V,KCE11C1705A         ,A,A,80415,THHMGDAER607  ,L
80416,1156,A,0,0,0,V,LH11C1705A          ,A,A,80416,THARGDAER601  ,L
80417,171,A,0,0,0,V,PTT13P1705A         ,A,A,80417,THCWAVBER600  ,L
80418,1156,A,0,0,0,V,ROBI11C1705A        ,A,A,80418,THBGGDAER602  ,L
80419,1156,A,0,0,0,V,SAWA11C1705A        ,A,A,80419,THHTGDAER602  ,L
80420,1156,A,0,0,0,V,THAI11C1705A        ,A,A,80420,THBCGDAER601  ,L
80421,1156,A,0,0,0,V,TOP11C1705A         ,A,A,80421,THDGGDAER608  ,L
80422,171,A,0,0,0,V,WHA13C1704A         ,A,A,80422,THGYAVAER500  ,L
80423,1339,C,0,21,0,D,BGRM19OA            ,,,80423,TH754503TA07  ,L
80424,1041,C,0,21,0,D,GUNK18OA            ,,,80424,TH104103SA00  ,L
80425,770,C,0,21,0,D,A197A               ,,,80425,TH077003T707  ,L
80426,802,A,0,0,0,V,BA24C1704A          ,A,A,80426,THHWIKAER508  ,L
80427,802,A,0,0,0,V,BCH24C1704A         ,A,A,80427,THIVIKAER508  ,L
80428,1093,A,0,0,0,V,BEAU28C1704A        ,A,A,80428,THILEKAER409  ,L
80429,802,A,0,0,0,V,BH24C1706A          ,A,A,80429,THAUIKAER705  ,L
80430,802,A,0,0,0,V,CK24C1704A          ,A,A,80430,THCMIKAER500  ,L
80431,802,A,0,0,0,V,CPF24C1704A         ,A,A,80431,THAKIKAER508  ,L
80432,1093,A,0,0,0,V,DTAC28C1704A        ,A,A,80432,THCOEKAER406  ,L
80433,1093,A,0,0,0,V,GL28C1703A          ,A,A,80433,THIOEKAER304  ,L
80434,1093,A,0,0,0,V,IRPC28C1702A        ,A,A,80434,THCHEKAER202  ,L
80435,802,A,0,0,0,V,IVL24C1704A         ,A,A,80435,THEBIKAER509  ,L
80436,1093,A,0,0,0,V,KTB28C1704A         ,A,A,80436,THATEKAER409  ,L
80437,802,A,0,0,0,V,SCB24C1704A         ,A,A,80437,THACIKAER505  ,L
80438,1093,A,0,0,0,V,THCO28C1704A        ,A,A,80438,THBWEKAER401  ,L
80439,1093,A,0,0,0,V,TOP28C1704A         ,A,A,80439,THDGEKAER400  ,L
80440,802,A,0,0,0,V,TPIP24C1706A        ,A,A,80440,THAXIKAER709  ,L
80441,655,C,0,13,0,G,CB16N15A            ,,,80441,TH0655N7QB89  ,L
80442,225,C,0,21,0,D,CWT18OA             ,,,80442,TH022503SA00  ,L
80443,1027,C,0,21,0,D,IVL21OC             ,,,80443,TH1027B31A03  ,L
80444,1313, ,0,0,0,W,BPP-W               ,°√√¡°“√·≈–æπ—°ß“π¢Õß°≈ÿË¡∫√‘…—∑∫È“πªŸ,directorsand employees of Banpu Group,80444,              ,L
80445,1093,A,0,0,0,V,BANP28C1703A        ,A,A,80445,THASEKAER302  ,L
80462,1341,A,7,5,0,F,FN-F                ,,,80406,TH7578010012  ,F
80463,1341,A,7,5,0,S,FN-R                ,,,80406,TH7578010R16  ,R
80464,1027,C,0,21,0,D,IVL26OA             ,,,80464,TH1027036A01  ,L
80465,1027,C,0,21,0,D,IVL28OA             ,,,80465,TH1027038A09  ,L
80466,1343,A,5,3,0,S,SKN                 ,,,80466,TH8177010007  ,L
80467,1344,A,5,33,0,S,SHRREIT             ,,,80467,              ,L
80468,623,C,0,11,1,G,TB16N30B            ,,,80468,TH0623J7QB85  ,L
80469,1273,A,5,33,0,F,HREIT-F             ,,,76446,TH7585010013  ,F
80470,1027,C,0,21,0,D,IVL31OA             ,,,80470,TH102703BA07  ,L
80471,1303,C,0,21,0,D,BEM20OA             ,,,80471,TH699903UA07  ,L
80472,1303,C,0,21,0,D,BEM25OA             ,,,80472,TH6999035A07  ,L
80473,655,C,0,13,0,G,CB16D01C            ,,,80473,TH0655J7QC86  ,L
80474,655,C,0,13,0,G,CB17202B            ,,,80474,TH0655D7R280  ,L
80475,655,C,0,13,0,G,CB17504A            ,,,80475,TH065507R580  ,L
80478,1303,C,0,21,0,D,BEM27OA             ,,,80478,TH6999037A05  ,L
80479,1081,C,0,21,0,D,CHOW18OA            ,,,80479,TH108103SA01  ,L
80480,1280,C,0,21,0,D,JWD18OA             ,,,80480,TH671803SA01  ,L
80481,799, ,0,0,0,C,GL@C                ,„ÀÈ·°Ë JTrust Asia Pte. Ltd,To JTrust Asia Pte. Ltd,80481,              ,L
80482,799, ,0,0,0,C,GL@D                ,„ÀÈ·°Ë Creation Investments Sri Lanka LLC,To Creation Investments Sri Lanka LLC,80482,              ,L
80483,171,A,0,0,0,V,AOT13C1703A         ,A,A,80483,THDFAVAER407  ,L
80484,1202,C,0,21,0,D,TFG18OA             ,,,80484,TH671703SA02  ,L
80485,551,C,0,21,0,D,EART18OA            ,,,80485,TH055103SA04  ,L
80486,1041,C,0,21,0,D,GUNK18OB            ,,,80486,TH1041A3SA08  ,L
80487,710,C,0,21,0,D,MIDA18OA            ,,,80487,TH071003SA02  ,L
80488,171,A,0,0,0,V,S5013C1612E         ,E,E,80488,THGAAVAER146  ,L
80489,171,A,0,0,0,V,S5013P1612F         ,F,F,80489,THGAAVBER151  ,L
80490,655,C,0,13,0,G,CB16N22A            ,,,80490,TH0655O7QB87  ,L
80491,1259,A,0,0,0,V,AOT08P1705A         ,A,A,80491,THDFHUBER600  ,L
80492,924,A,0,0,0,V,BA27C1707A          ,A,A,80492,THHWGGAER708  ,L
80493,1259,A,0,0,0,V,BANP08C1705A        ,A,A,80493,THASHUAER601  ,L
80494,1259,A,0,0,0,V,BBL08C1705A         ,A,A,80494,THAAHUAER609  ,L
80495,924,A,0,0,0,V,BBL27C1707A         ,A,A,80495,THAAGGAER709  ,L
80496,924,A,0,0,0,V,BCH27C1707A         ,A,A,80496,THIVGGAER708  ,L
80497,1259,A,0,0,0,V,BCP08C1705A         ,A,A,80497,THCAHUAER605  ,L
80498,1259,A,0,0,0,V,BEAU08C1705A        ,A,A,80498,THILHUAER609  ,L
80499,1259,A,0,0,0,V,CBG08C1705A         ,A,A,80499,THHVHUAER600  ,L
80500,1259,A,0,0,0,V,CHG08C1707A         ,A,A,80500,THIEHUAER802  ,L
80501,1259,A,0,0,0,V,DTAC08P1705A        ,A,A,80501,THCOHUBER604  ,L
80502,1259,A,0,0,0,V,GUNK08C1705A        ,A,A,80502,THHQHUAER600  ,L
80503,1259,A,0,0,0,V,HANA08C1705A        ,A,A,80503,THBOHUAER608  ,L
80504,1259,A,0,0,0,V,ITD08C1705A         ,A,A,80504,THCDHUAER609  ,L
80505,1259,A,0,0,0,V,IVL08C1705A         ,A,A,80505,THEBHUAER609  ,L
80506,924,A,0,0,0,V,KBAN27C1707A        ,A,A,80506,THADGGAER703  ,L
80507,924,A,0,0,0,V,KBAN27P1707A        ,A,A,80507,THADGGBER701  ,L
80508,1259,A,0,0,0,V,KCE08C1705A         ,A,A,80508,THHMHUAER609  ,L
80509,1259,A,0,0,0,V,LH08C1705A          ,A,A,80509,THARHUAER603  ,L
80510,1259,A,0,0,0,V,LPN08C1707A         ,A,A,80510,THCFHUAER802  ,L
80511,1259,A,0,0,0,V,PLAN08C1707A        ,A,A,80511,THIJHUAER801  ,L
80512,924,A,0,0,0,V,PTTE27P1707A        ,A,A,80512,THBQGGBER701  ,L
80513,1259,A,0,0,0,V,SCB08C1705A         ,A,A,80513,THACHUAER605  ,L
80514,924,A,0,0,0,V,SCB27C1707A         ,A,A,80514,THACGGAER705  ,L
80515,1259,A,0,0,0,V,STPI08C1707A        ,A,A,80515,THGZHUAER801  ,L
80516,1259,A,0,0,0,V,TASC08C1705A        ,A,A,80516,THIHHUAER607  ,L
80517,924,A,0,0,0,V,THAI27C1707A        ,A,A,80517,THBCGGAER703  ,L
80518,1259,A,0,0,0,V,TMB08C1705A         ,A,A,80518,THAHHUAER604  ,L
80519,1259,A,0,0,0,V,TOP08C1705A         ,A,A,80519,THDGHUAER600  ,L
80520,736,C,0,21,0,D,TK19NA              ,§√—Èß∑’Ë 4/2559 §√∫°”Àπ¥‰∂Ë∂Õπª’ 2562,No.4/2016 Due A.D.2019,80520,TH073603TB00  ,L
80521,623,C,0,11,1,G,TB16D07B            ,,,80521,TH0623D7QC87  ,L
80522,3,B,0,21,0,D,SCC20NA             ,,,80522,TH000303UB03  ,L
80523,171,A,0,0,0,V,IVL13C1704A         ,A,A,80523,THEBAVAER404  ,L
80524,1337,A,5,25,0,F,PSH-F               ,,,80396,TH7595010011  ,F
80525,1337,A,5,25,0,S,PSH-R               ,,,80396,TH7595010R10  ,R
80526,655,C,0,13,0,G,CB17209B            ,,,80526,TH0655E7R289  ,L
80527,655,C,0,13,0,G,CB16D08C            ,,,80527,TH0655K7QC84  ,L
80528,655,C,0,13,0,G,CB17511A            ,,,80528,TH0655A7R580  ,L
80529,960,C,0,21,0,D,MJD18OA             ,,,80529,TH096003SA09  ,L
80530,1306,C,0,21,0,D,MQDC18OA            ,,,80530,TH713003SA09  ,L
80531,23,C,0,21,0,D,BAY18OA             ,,,80531,TH002303SA04  ,L
80532,23,C,0,21,0,D,BAY19OA             ,,,80532,TH002303TA03  ,L
80533,1093,A,0,0,0,V,AAV28C1705A         ,A,A,80533,THEOEKAER501  ,L
80534,1093,A,0,0,0,V,BH28C1703A          ,A,A,80534,THAUEKAER308  ,L
80535,1093,A,0,0,0,V,CBG28C1704A         ,A,A,80535,THHVEKAER400  ,L
80536,1093,A,0,0,0,V,IFEC28C1703C        ,C,C,80536,THIXEKAER321  ,L
80537,1093,A,0,0,0,V,KKP28C1704A         ,A,A,80537,THANEKAER402  ,L
80538,1093,A,0,0,0,V,STEC28C1705A        ,A,A,80538,THBMEKAER501  ,L
80539,1093,A,0,0,0,V,THAI28C1704A        ,A,A,80539,THBCEKAER403  ,L
80540,143,C,0,21,0,D,LH19OB              ,,,80540,TH0143A3TA02  ,L
80541,182,C,0,21,0,D,MK21OA              ,,,80541,TH0182031A00  ,L
80542,1223,C,0,21,0,D,TSE19OA             ,,,80542,TH597603TA09  ,L
80543,1345,A,2,22,0,S,TNR                 ,,,80543,TH7618010006  ,L
80544,809,A,0,0,0,V,ADVA01C1704A        ,A,A,80544,THBFDJAER509  ,L
80545,809,A,0,0,0,V,ADVA01P1704A        ,A,A,80545,THBFDJBER507  ,L
80546,809,A,0,0,0,V,AOT01C1704A         ,A,A,80546,THDFDJAER505  ,L
80547,809,A,0,0,0,V,AOT01P1704A         ,A,A,80547,THDFDJBER503  ,L
80548,809,A,0,0,0,V,CPAL01C1704A        ,A,A,80548,THDBDJAER504  ,L
80549,809,A,0,0,0,V,CPAL01P1704A        ,A,A,80549,THDBDJBER502  ,L
80550,809,A,0,0,0,V,EPG01C1704A         ,A,A,80550,THIFDJAER504  ,L
80551,809,A,0,0,0,V,EPG01P1704A         ,A,A,80551,THIFDJBER502  ,L
80552,809,A,0,0,0,V,GL01C1704A          ,A,A,80552,THIODJAER506  ,L
80553,809,A,0,0,0,V,GL01P1704A          ,A,A,80553,THIODJBER504  ,L
80554,809,A,0,0,0,V,GPSC01C1704A        ,A,A,80554,THIPDJAER503  ,L
80555,809,A,0,0,0,V,GPSC01P1704A        ,A,A,80555,THIPDJBER501  ,L
80556,809,A,0,0,0,V,INTU01C1704A        ,A,A,80556,THEJDJAER505  ,L
80557,809,A,0,0,0,V,INTU01P1704A        ,A,A,80557,THEJDJBER503  ,L
80558,809,A,0,0,0,V,PTTE01C1704A        ,A,A,80558,THBQDJAER506  ,L
80559,809,A,0,0,0,V,PTTE01P1704A        ,A,A,80559,THBQDJBER504  ,L
80560,809,A,0,0,0,V,ROBI01C1704A        ,A,A,80560,THBGDJAER507  ,L
80561,809,A,0,0,0,V,S5001C1701A         ,A,A,80561,THGADJAER202  ,L
80562,809,A,0,0,0,V,S5001C1701B         ,B,B,80562,THGADJAER210  ,L
80563,809,A,0,0,0,V,S5001C1702A         ,A,A,80563,THGADJAER301  ,L
80564,809,A,0,0,0,V,S5001P1701A         ,A,A,80564,THGADJBER200  ,L
80565,809,A,0,0,0,V,S5001P1701B         ,B,B,80565,THGADJBER218  ,L
80566,809,A,0,0,0,V,S5001P1702A         ,A,A,80566,THGADJBER309  ,L
80567,809,A,0,0,0,V,SAMA01C1704A        ,A,A,80567,THBTDJAER500  ,L
80568,809,A,0,0,0,V,SAMA01P1704A        ,A,A,80568,THBTDJBER508  ,L
80569,809,A,0,0,0,V,SAWA01C1704A        ,A,A,80569,THHTDJAER507  ,L
80570,809,A,0,0,0,V,SAWA01P1704A        ,A,A,80570,THHTDJBER505  ,L
80571,171,A,0,0,0,V,STPI13C1704A        ,A,A,80571,THGZAVAER408  ,L
80572,809,A,0,0,0,V,THAI01C1704A        ,A,A,80572,THBCDJAER506  ,L
80573,809,A,0,0,0,V,THAI01P1704A        ,A,A,80573,THBCDJBER504  ,L
80574,809,A,0,0,0,V,TRUE01C1704A        ,A,A,80574,THBUDJAER508  ,L
80575,809,A,0,0,0,V,TRUE01P1704A        ,A,A,80575,THBUDJBER506  ,L
80576,809,A,0,0,0,V,TTA01C1704A         ,A,A,80576,THCNDJAER501  ,L
80577,809,A,0,0,0,V,TTA01P1704A         ,A,A,80577,THCNDJBER509  ,L
80578,809,A,0,0,0,V,WHA01C1704A         ,A,A,80578,THGYDJAER509  ,L
80579,1284,C,0,21,0,D,SAST185A            ,,,80579,TH697703S506  ,L
80580,745,C,0,21,0,D,CCP185B             ,,,80580,TH0745A3S506  ,L
80581,551,C,0,21,0,D,EART185A            ,,,80581,TH055103S505  ,L
80582,1047,S,0,0,0,W,PHOL-W1-R           ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡ §√—Èß∑’Ë 1,To the existing shareholders No. 1,79559,TH104705SAR5  ,R
80583,655,C,0,13,0,G,CB16N29A            ,,,80583,TH0655P7QB84  ,L
80584,1346,A,6,9,0,S,TPIPP               ,,,80584,TH7534010007  ,L
80585,1346,A,6,9,0,F,TPIPP-F             ,,,80584,TH7534010015  ,F
80586,1346,A,6,9,0,S,TPIPP-R             ,,,80584,TH7534010R19  ,R
80587,802,A,0,0,0,V,AOT24C1707A         ,A,A,80587,THDFIKAER809  ,L
80588,171,A,0,0,0,V,BBL13C1706A         ,A,A,80588,THAAAVAER602  ,L
80589,802,A,0,0,0,V,BEAU24C1704A        ,A,A,80589,THILIKAER509  ,L
80590,802,A,0,0,0,V,CHG24C1704A         ,A,A,80590,THIEIKAER504  ,L
80591,802,A,0,0,0,V,DELT24C1704A        ,A,A,80591,THCLIKAER502  ,L
80592,171,A,0,0,0,V,INTU13C1705A        ,A,A,80592,THEJAVAER605  ,L
80593,802,A,0,0,0,V,LH24C1706A          ,A,A,80593,THARIKAER701  ,L
80594,802,A,0,0,0,V,PTG24C1704A         ,A,A,80594,THIGIKAER509  ,L
80595,171,A,0,0,0,V,PTTG13C1705A        ,A,A,80595,THEFAVAER603  ,L
80596,802,A,0,0,0,V,SAMA24C1705A        ,A,A,80596,THBTIKAER606  ,L
80597,802,A,0,0,0,V,STPI24C1704A        ,A,A,80597,THGZIKAER503  ,L
80598,802,A,0,0,0,V,TTA24C1704A         ,A,A,80598,THCNIKAER508  ,L
80599,802,A,0,0,0,V,UNIQ24C1706A        ,A,A,80599,THICIKAER706  ,L
80600,802,A,0,0,0,V,WHA24C1705A         ,A,A,80600,THGYIKAER605  ,L
80601,1340,S,63,71,0,F,COMAN-F             ,,,80407,TH7543010014  ,F
80602,1340,S,63,71,0,S,COMAN-R             ,,,80407,TH7543010R10  ,R
80603,623,C,0,11,1,G,TB17N15A            ,,,80603,TH062307RB87  ,L
80604,623,C,0,11,1,G,TB16D14B            ,,,80604,TH0623E7QC85  ,L
80605,1148,S,0,0,0,W,SEAOIL-W            ,ºŸÈ∂◊ÕÀÿÈπ‡¥‘¡¢Õß∫√‘…—∑,The existing shareholders,80605,TH479105S300  ,L
80606,171,A,0,0,0,V,BBL13P1706A         ,A,A,80606,THAAAVBER600  ,L
80607,171,A,0,0,0,V,SCB13P1705A         ,A,A,80607,THACAVBER606  ,L
80608,171,A,0,0,0,V,TOP13C1705A         ,A,A,80608,THDGAVAER603  ,L
80609,1345,A,2,22,0,F,TNR-F               ,,,80543,TH7618010014  ,F
80610,1345,A,2,22,0,S,TNR-R               ,,,80543,TH7618010R10  ,R
80611,1260,C,0,21,0,D,ORI19NA             ,,,80611,TH683003TB02  ,L
80612,1347,C,0,21,0,D,SMBC19NA            ,,,80612,TH759203TB08  ,L
80613,655,C,0,13,0,G,CB16D15C            ,,,80613,TH0655L7QC82  ,L
80614,655,C,0,13,0,G,CB17216B            ,,,80614,TH0655F7R288  ,L
80615,655,C,0,13,0,G,CB17518A            ,,,80615,TH0655B7R589  ,L
80616,171,A,0,0,0,V,ADVA13P1705A        ,A,A,80616,THBFAVBER607  ,L
80617,1093,A,0,0,0,V,ADVA28C1704A        ,A,A,80617,THBFEKAER406  ,L
80618,744,A,0,0,0,V,ADVA42C1705A        ,A,A,80618,THBFDCAER504  ,L
80619,744,A,0,0,0,V,ADVA42P1705A        ,A,A,80619,THBFDCBER502  ,L
80620,744,A,0,0,0,V,ANAN42C1705A        ,A,A,80620,THIADCAER500  ,L
80621,1093,A,0,0,0,V,AOT28C1704A         ,A,A,80621,THDFEKAER402  ,L
80622,744,A,0,0,0,V,AOT42C1705A         ,A,A,80622,THDFDCAER500  ,L
80623,744,A,0,0,0,V,AOT42P1705A         ,A,A,80623,THDFDCBER508  ,L
80624,744,A,0,0,0,V,BANP42C1705A        ,A,A,80624,THASDCAER509  ,L
80625,744,A,0,0,0,V,BANP42P1705A        ,A,A,80625,THASDCBER507  ,L
80626,744,A,0,0,0,V,BBL42C1705A         ,A,A,80626,THAADCAER507  ,L
80627,744,A,0,0,0,V,BBL42P1705A         ,A,A,80627,THAADCBER505  ,L
80628,1093,A,0,0,0,V,BCP28C1705A         ,A,A,80628,THCAEKAER504  ,L
80629,744,A,0,0,0,V,BCP42C1705A         ,A,A,80629,THCADCAER503  ,L
80630,744,A,0,0,0,V,BCP42P1705A         ,A,A,80630,THCADCBER501  ,L
80631,744,A,0,0,0,V,BDMS42C1705A        ,A,A,80631,THBEDCAER507  ,L
80632,744,A,0,0,0,V,BDMS42P1705A        ,A,A,80632,THBEDCBER505  ,L
80633,744,A,0,0,0,V,BEAU42C1705A        ,A,A,80633,THILDCAER507  ,L
80634,744,A,0,0,0,V,BEC42C1705A         ,A,A,80634,THCSDCAER505  ,L
80635,1093,A,0,0,0,V,BEM28C1705A         ,A,A,80635,THIUEKAER509  ,L
80636,744,A,0,0,0,V,BH42C1705A          ,A,A,80636,THAUDCAER505  ,L
80637,744,A,0,0,0,V,BLA42C1705A         ,A,A,80637,THEEDCAER501  ,L
80638,744,A,0,0,0,V,BLAN42C1705A        ,A,A,80638,THBIDCAER508  ,L
80639,744,A,0,0,0,V,BLAN42P1705A        ,A,A,80639,THBIDCBER506  ,L
80640,744,A,0,0,0,V,BTS42C1705A         ,A,A,80640,THAYDCAER507  ,L
80641,744,A,0,0,0,V,BTS42P1705A         ,A,A,80641,THAYDCBER505  ,L
80642,744,A,0,0,0,V,CENT42C1705A        ,A,A,80642,THGCDCAER500  ,L
80643,744,A,0,0,0,V,CHG42C1705A         ,A,A,80643,THIEDCAER502  ,L
80644,1093,A,0,0,0,V,CK28C1704A          ,A,A,80644,THCMEKAER400  ,L
80645,744,A,0,0,0,V,CK42C1705A          ,A,A,80645,THCMDCAER508  ,L
80646,744,A,0,0,0,V,CK42P1705A          ,A,A,80646,THCMDCBER506  ,L
80647,1093,A,0,0,0,V,GPSC28C1705A        ,A,A,80647,THIPEKAER509  ,L
80648,1093,A,0,0,0,V,INTU28C1704A        ,A,A,80648,THEJEKAER402  ,L
80649,1093,A,0,0,0,V,IVL28C1704A         ,A,A,80649,THEBEKAER409  ,L
80650,171,A,0,0,0,V,KBAN13P1705A        ,A,A,80650,THADAVBER604  ,L
80651,1093,A,0,0,0,V,MINT28C1705A        ,A,A,80651,THAOEKAER509  ,L
80652,1093,A,0,0,0,V,PTT28C1704A         ,A,A,80652,THCWEKAER409  ,L
80653,1093,A,0,0,0,V,QH28C1706A          ,A,A,80653,THBDEKAER609  ,L
80654,1093,A,0,0,0,V,UNIQ28C1705A        ,A,A,80654,THICEKAER507  ,L
80655,1095,C,0,21,0,D,TOLC19NA            ,,,80655,TH336503TB02  ,L
80656,1095,C,0,21,0,D,TOLC21NA            ,,,80656,TH3365031B07  ,L
80657,1283,C,0,21,0,D,CE185A              ,,,80657,TH697803S504  ,L
80658,230,A,0,0,0,W,CEN-W4              ,®—¥ √√„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡¢Õß∫√‘…—∑ §√—Èß∑’Ë 4,To existing shareholders of Company No.4,80658,TH023005SC09  ,L
80659,171,A,0,0,0,V,DTAC13P1704A        ,A,A,80659,THCOAVBER409  ,L
80660,171,A,0,0,0,V,PTTE13P1705A        ,A,A,80660,THBQAVBER604  ,L
80661,225,C,0,21,0,D,CWT18NA             ,,,80661,TH022503SB09  ,L
80662,686,C,0,21,0,D,FNS21NA             ,,,80662,TH0686031B09  ,L
80663,530,C,0,21,0,D,CK27NA              ,,,80663,TH0530037B03  ,L
80664,1090,A,0,0,0,V,ADVA16C1712A        ,A,A,80664,THBFEIAERC09  ,L
80665,1090,A,0,0,0,V,BANP16C1712A        ,A,A,80665,THASEIAERC05  ,L
80666,1090,A,0,0,0,V,BDMS16C1712A        ,A,A,80666,THBEEIAERC00  ,L
80667,1090,A,0,0,0,V,BEM16C1712A         ,A,A,80667,THIUEIAERC03  ,L
80668,1090,A,0,0,0,V,CKP16C1712A         ,A,A,80668,THHXEIAERC01  ,L
80669,1090,A,0,0,0,V,CPF16C1712A         ,A,A,80669,THAKEIAERC03  ,L
80670,171,A,0,0,0,V,DTAC13C1704A        ,A,A,80670,THCOAVAER401  ,L
80671,171,A,0,0,0,V,MTLS13C1704A        ,A,A,80671,THIWAVAER401  ,L
80672,171,A,0,0,0,V,S5013C1703A         ,A,A,80672,THGAAVAER401  ,L
80673,171,A,0,0,0,V,S5013P1703A         ,A,A,80673,THGAAVBER409  ,L
80674,1090,A,0,0,0,V,TPIP16C1712A        ,A,A,80674,THAXEIAERC08  ,L
80675,1090,A,0,0,0,V,TRUE16C1712A        ,A,A,80675,THBUEIAERC00  ,L
80676,655,C,0,13,0,G,CB16D06A            ,,,80676,TH0655O7QC86  ,L
80677,623,C,0,11,1,G,TB16D21B            ,,,80677,TH0623F7QC82  ,L
80678,171,A,0,0,0,V,TASC13C1706A        ,A,A,80678,THIHAVAER600  ,L
80679,171,A,0,0,0,V,TPIP13C1706A        ,A,A,80679,THAXAVAER604  ,L
80680,171,A,0,0,0,V,VNG13C1706A         ,A,A,80680,THIIAVAER608  ,L
80681,344,A,0,0,0,W,EPCO-W2-R           ,®—¥ √√„ÀÈ°—∫ºŸÈ∂◊ÕÀÿÈπ “¡—≠‡¥‘¡ §√—Èß∑’Ë 2,Allocated to Existing common shareholders No.2,79811,TH034405RBR7  ,R
80682,655,C,0,13,0,G,CB16D22C            ,,,80682,TH0655M7QC80  ,L
80683,655,C,0,13,0,G,CB17223B            ,,,80683,TH0655G7R287  ,L
80684,655,C,0,13,0,G,CB17525A            ,,,80684,TH0655C7R588  ,L
80685,1229,C,0,21,0,D,JSP17NA             ,,,80685,TH604107RB05  ,L
80686,1291,C,0,21,0,D,NTL20NA             ,,,80686,TH552003UB06  ,L
80687,747,C,0,21,0,D,SC19NA              ,,,80687,TH074703TB07  ,L
80688,670,A,0,0,0,W,FER-W2              ,„ÀÈ·°ËºŸÈ∂◊ÕÀÿÈπ‡¥‘¡¢Õß∫√‘…—∑,To the Rights Offering,80688,TH067005T209  ,L
80689,744,A,0,0,0,V,DELT42C1706A        ,A,A,80689,THCLDCAER708  ,L
80690,744,A,0,0,0,V,EPG42C1706A         ,A,A,80690,THIFDCAER707  ,L
80691,744,A,0,0,0,V,ERW42C1706A         ,A,A,80691,THAMDCAER700  ,L
80692,744,A,0,0,0,V,GUNK42C1706A        ,A,A,80692,THHQDCAER706  ,L
80693,744,A,0,0,0,V,GUNK42P1706A        ,A,A,80693,THHQDCBER704  ,L
80694,744,A,0,0,0,V,HMPR42C1706A        ,A,A,80694,THCXDCAER703  ,L
80695,744,A,0,0,0,V,HMPR42P1706A        ,A,A,80695,THCXDCBER701  ,L
80696,744,A,0,0,0,V,ICHI42C1706A        ,A,A,80696,THHRDCAER704  ,L
80697,744,A,0,0,0,V,ICHI42P1706A        ,A,A,80697,THHRDCBER702  ,L
80698,744,A,0,0,0,V,INTU42C1706A        ,A,A,80698,THEJDCAER708  ,L
